1p.prs	1p.pst	3p.prs	3p.pst
ɑ.ɹ.tʃ	ɑ.ɹ.tʃ.t	ɑ.ɹ.tʃ.ə.z	ɑ.ɹ.tʃ.t
p.ɑ.p	p.ɑ.p.t	p.ɑ.p.s	p.ɑ.p.t
ɑ.ɹ.g.j.u	ɑ.ɹ.g.j.u.d	ɑ.ɹ.g.j.u.z	ɑ.ɹ.g.j.u.d
ɑ.ɹ.m	ɑ.ɹ.m.d	ɑ.ɹ.m.z	ɑ.ɹ.m.d
p.ɔ.ɹ.t.ɹ.eɪ	p.ɔ.ɹ.t.ɹ.eɪ.d	p.ɔ.ɹ.t.ɹ.eɪ.z	p.ɔ.ɹ.t.ɹ.eɪ.d
p.oʊ.z	p.oʊ.z.d	p.oʊ.z.ə.z	p.oʊ.z.d
ɚ.aʊ.z	ɚ.aʊ.z.d	ɚ.aʊ.z.ə.z	ɚ.aʊ.z.d
p.ɑ.z.ə.t	p.ɑ.z.ə.t.ə.d	p.ɑ.z.ə.t.s	p.ɑ.z.ə.t.ə.d
p.ə.z.ɪ.ʃ.ə.n	p.ə.z.ɪ.ʃ.ə.n.d	p.ə.z.ɪ.ʃ.ə.n.z	p.ə.z.ɪ.ʃ.ə.n.d
ɚ.eɪ.n.dʒ	ɚ.eɪ.n.dʒ.d	ɚ.eɪ.n.dʒ.ə.z	ɚ.eɪ.n.dʒ.d
ɚ.eɪ	ɚ.eɪ.d	ɚ.eɪ.z	ɚ.eɪ.d
ɚ.ɛ.s.t	ɚ.ɛ.s.t.ə.d	ɚ.ɛ.s.t.s	ɚ.ɛ.s.t.ə.d
p.ə.z.ɛ.s	p.ə.z.ɛ.s.t	p.ə.z.ɛ.s.ə.z	p.ə.z.ɛ.s.t
ɚ.aɪ.v	ɚ.aɪ.v.d	ɚ.aɪ.v.z	ɚ.aɪ.v.d
p.oʊ.s.t	p.oʊ.s.t.ə.d	p.oʊ.s.t.s	p.oʊ.s.t.ə.d
p.oʊ.s.t.d.eɪ.t	p.oʊ.s.t.d.eɪ.t.ə.d	p.oʊ.s.t.d.eɪ.t.s	p.oʊ.s.t.d.eɪ.t.ə.d
p.oʊ.s.t.p.oʊ.n	p.oʊ.s.t.p.oʊ.n.d	p.oʊ.s.t.p.oʊ.n.z	p.oʊ.s.t.p.oʊ.n.d
p.ɑ.t	p.ɑ.t.ə.d	p.ɑ.t.s	p.ɑ.t.ə.d
ə.s.ɛ.n.d	ə.s.ɛ.n.d.ə.d	ə.s.ɛ.n.d.z	ə.s.ɛ.n.d.ə.d
æ.s.k	æ.s.k.t	æ.s.k.s	æ.s.k.t
p.aʊ.n.d	p.aʊ.n.d.ə.d	p.aʊ.n.d.z	p.aʊ.n.d.ə.d
p.ɔ.ɹ	p.ɔ.ɹ.d	p.ɔ.ɹ.z	p.ɔ.ɹ.d
p.aʊ.t	p.aʊ.t.ə.d	p.aʊ.t.s	p.aʊ.t.ə.d
æ.s.f.ɪ.k.s.i.eɪ.t	æ.s.f.ɪ.k.s.i.eɪ.t.ə.d	æ.s.f.ɪ.k.s.i.eɪ.t.s	æ.s.f.ɪ.k.s.i.eɪ.t.ə.d
p.aʊ.d.ɚ	p.aʊ.d.ɚ.d	p.aʊ.d.ɚ.z	p.aʊ.d.ɚ.d
æ.s.p.ɚ.eɪ.t	æ.s.p.ɚ.eɪ.t.ə.d	æ.s.p.ɚ.eɪ.t.s	æ.s.p.ɚ.eɪ.t.ə.d
ə.s.eɪ.l	ə.s.eɪ.l.d	ə.s.eɪ.l.z	ə.s.eɪ.l.d
p.aʊ.ɚ	p.aʊ.ɚ.d	p.aʊ.ɚ.z	p.aʊ.ɚ.d
ə.s.ɔ.l.t	ə.s.ɔ.l.t.ə.d	ə.s.ɔ.l.t.s	ə.s.ɔ.l.t.ə.d
ə.s.ɛ.m.b.ə.l	ə.s.ɛ.m.b.ə.l.d	ə.s.ɛ.m.b.ə.l.z	ə.s.ɛ.m.b.ə.l.d
ə.s.ɚ.t	ə.s.ɚ.t.ə.d	ə.s.ɚ.t.s	ə.s.ɚ.t.ə.d
ə.s.ɛ.s	ə.s.ɛ.s.t	ə.s.ɛ.s.ə.z	ə.s.ɛ.s.t
ə.s.aɪ.n	ə.s.aɪ.n.d	ə.s.aɪ.n.z	ə.s.aɪ.n.d
p.ɹ.æ.k.t.ə.s	p.ɹ.æ.k.t.ə.s.t	p.ɹ.æ.k.t.ə.s.ə.z	p.ɹ.æ.k.t.ə.s.t
ə.s.ɪ.s.t	ə.s.ɪ.s.t.ə.d	ə.s.ɪ.s.t.s	ə.s.ɪ.s.t.ə.d
p.ɹ.eɪ.z	p.ɹ.eɪ.z.d	p.ɹ.eɪ.z.ə.z	p.ɹ.eɪ.z.d
ə.s.u.m	ə.s.u.m.d	ə.s.u.m.z	ə.s.u.m.d
ə.ʃ.ʊ.ɹ	ə.ʃ.ʊ.ɹ.d	ə.ʃ.ʊ.ɹ.z	ə.ʃ.ʊ.ɹ.d
p.ɹ.æ.t.ə.l	p.ɹ.æ.t.ə.l.d	p.ɹ.æ.t.ə.l.z	p.ɹ.æ.t.ə.l.d
p.ɹ.eɪ	p.ɹ.eɪ.d	p.ɹ.eɪ.z	p.ɹ.eɪ.d
p.ɹ.i.tʃ	p.ɹ.i.tʃ.t	p.ɹ.i.tʃ.ə.z	p.ɹ.i.tʃ.t
p.ɹ.i.ɚ.eɪ.n.dʒ	p.ɹ.i.ɚ.eɪ.n.dʒ.d	p.ɹ.i.ɚ.eɪ.n.dʒ.ə.z	p.ɹ.i.ɚ.eɪ.n.dʒ.d
ə.s.t.aʊ.n.d	ə.s.t.aʊ.n.d.ə.d	ə.s.t.aʊ.n.d.z	ə.s.t.aʊ.n.d.ə.d
p.ɹ.ə.s.i.d	p.ɹ.ə.s.i.d.ə.d	p.ɹ.ə.s.i.d.z	p.ɹ.ə.s.i.d.ə.d
p.ɹ.ə.k.l.u.d	p.ɹ.ə.k.l.u.d.ə.d	p.ɹ.ə.k.l.u.d.z	p.ɹ.ə.k.l.u.d.ə.d
p.ɹ.ɛ.d.ə.k.eɪ.t	p.ɹ.ɛ.d.ə.k.eɪ.t.ə.d	p.ɹ.ɛ.d.ə.k.eɪ.t.s	p.ɹ.ɛ.d.ə.k.eɪ.t.ə.d
p.ɹ.ə.d.ɪ.k.t	p.ɹ.ə.d.ɪ.k.t.ə.d	p.ɹ.ə.d.ɪ.k.t.s	p.ɹ.ə.d.ɪ.k.t.ə.d
æ.t.ɹ.ə.f.i	æ.t.ɹ.ə.f.i.d	æ.t.ɹ.ə.f.i.z	æ.t.ɹ.ə.f.i.d
ə.t.æ.tʃ	ə.t.æ.tʃ.t	ə.t.æ.tʃ.ə.z	ə.t.æ.tʃ.t
ə.t.æ.k	ə.t.æ.k.t	ə.t.æ.k.s	ə.t.æ.k.t
ə.t.eɪ.n	ə.t.eɪ.n.d	ə.t.eɪ.n.z	ə.t.eɪ.n.d
p.ɹ.ə.d.ɑ.m.ə.n.eɪ.t	p.ɹ.ə.d.ɑ.m.ə.n.eɪ.t.ə.d	p.ɹ.ə.d.ɑ.m.ə.n.eɪ.t.s	p.ɹ.ə.d.ɑ.m.ə.n.eɪ.t.ə.d
ə.t.ɛ.m.p.t	ə.t.ɛ.m.p.t.ə.d	ə.t.ɛ.m.p.t.s	ə.t.ɛ.m.p.t.ə.d
ə.t.ɛ.n.d	ə.t.ɛ.n.d.ə.d	ə.t.ɛ.n.d.z	ə.t.ɛ.n.d.ə.d
ə.t.ɛ.n.j.u.eɪ.t	ə.t.ɛ.n.j.u.eɪ.t.ə.d	ə.t.ɛ.n.j.u.eɪ.t.s	ə.t.ɛ.n.j.u.eɪ.t.ə.d
ə.t.ɛ.s.t	ə.t.ɛ.s.t.ə.d	ə.t.ɛ.s.t.s	ə.t.ɛ.s.t.ə.d
p.ɹ.ə.f.ɚ	p.ɹ.ə.f.ɚ.d	p.ɹ.ə.f.ɚ.z	p.ɹ.ə.f.ɚ.d
ə.t.ɹ.æ.k.t	ə.t.ɹ.æ.k.t.ə.d	ə.t.ɹ.æ.k.t.s	ə.t.ɹ.æ.k.t.ə.d
p.ɹ.ɛ.dʒ.ə.d.ə.s	p.ɹ.ɛ.dʒ.ə.d.ə.s.t	p.ɹ.ɛ.dʒ.ə.d.ə.s.ə.z	p.ɹ.ɛ.dʒ.ə.d.ə.s.t
p.ɹ.ɛ.m.ɪ.ɹ	p.ɹ.ɛ.m.ɪ.ɹ.d	p.ɹ.ɛ.m.ɪ.ɹ.z	p.ɹ.ɛ.m.ɪ.ɹ.d
p.ɹ.ɛ.m.ə.s	p.ɹ.ɛ.m.ə.s.t	p.ɹ.ɛ.m.ə.s.ə.z	p.ɹ.ɛ.m.ə.s.t
p.ɹ.i.ɑ.k.j.ə.p.aɪ	p.ɹ.i.ɑ.k.j.ə.p.aɪ.d	p.ɹ.i.ɑ.k.j.ə.p.aɪ.z	p.ɹ.i.ɑ.k.j.ə.p.aɪ.d
p.ɹ.i.p.ɛ.ɹ	p.ɹ.i.p.ɛ.ɹ.d	p.ɹ.i.p.ɛ.ɹ.z	p.ɹ.i.p.ɛ.ɹ.d
p.ɹ.ɛ.s.ə.dʒ	p.ɹ.ɛ.s.ə.dʒ.d	p.ɹ.ɛ.s.ə.dʒ.ə.z	p.ɹ.ɛ.s.ə.dʒ.d
ɔ.θ.ɚ.aɪ.z	ɔ.θ.ɚ.aɪ.z.d	ɔ.θ.ɚ.aɪ.z.ə.z	ɔ.θ.ɚ.aɪ.z.d
ɔ.t.ə.g.ɹ.æ.f	ɔ.t.ə.g.ɹ.æ.f.t	ɔ.t.ə.g.ɹ.æ.f.s	ɔ.t.ə.g.ɹ.æ.f.t
ɔ.t.ə.m.eɪ.t	ɔ.t.ə.m.eɪ.t.ə.d	ɔ.t.ə.m.eɪ.t.s	ɔ.t.ə.m.eɪ.t.ə.d
p.ɹ.ə.z.ɚ.v	p.ɹ.ə.z.ɚ.v.d	p.ɹ.ə.z.ɚ.v.z	p.ɹ.ə.z.ɚ.v.d
p.ɹ.ə.z.aɪ.d	p.ɹ.ə.z.aɪ.d.ə.d	p.ɹ.ə.z.aɪ.d.z	p.ɹ.ə.z.aɪ.d.ə.d
p.ɹ.ɛ.s	p.ɹ.ɛ.s.t	p.ɹ.ɛ.s.ə.z	p.ɹ.ɛ.s.t
p.ɹ.ɛ.ʃ.ɚ	p.ɹ.ɛ.ʃ.ɚ.d	p.ɹ.ɛ.ʃ.ɚ.z	p.ɹ.ɛ.ʃ.ɚ.d
ə.v.ɚ.t	ə.v.ɚ.t.ə.d	ə.v.ɚ.t.s	ə.v.ɚ.t.ə.d
p.ɹ.ɛ.ʃ.ɚ.aɪ.z	p.ɹ.ɛ.ʃ.ɚ.aɪ.z.d	p.ɹ.ɛ.ʃ.ɚ.aɪ.z.ə.z	p.ɹ.ɛ.ʃ.ɚ.aɪ.z.d
ə.v.ɔɪ.d	ə.v.ɔɪ.d.ə.d	ə.v.ɔɪ.d.z	ə.v.ɔɪ.d.ə.d
p.ɹ.ə.z.u.m	p.ɹ.ə.z.u.m.d	p.ɹ.ə.z.u.m.z	p.ɹ.ə.z.u.m.d
ə.w.eɪ.t	ə.w.eɪ.t.ə.d	ə.w.eɪ.t.s	ə.w.eɪ.t.ə.d
ə.w.eɪ.k.ə.n	ə.w.eɪ.k.ə.n.d	ə.w.eɪ.k.ə.n.z	ə.w.eɪ.k.ə.n.d
p.ɹ.i.t.ɛ.n.d	p.ɹ.i.t.ɛ.n.d.ə.d	p.ɹ.i.t.ɛ.n.d.z	p.ɹ.i.t.ɛ.n.d.ə.d
ə.w.ɔ.ɹ.d	ə.w.ɔ.ɹ.d.ə.d	ə.w.ɔ.ɹ.d.z	ə.w.ɔ.ɹ.d.ə.d
p.ɹ.ə.v.eɪ.l	p.ɹ.ə.v.eɪ.l.d	p.ɹ.ə.v.eɪ.l.z	p.ɹ.ə.v.eɪ.l.d
p.ɹ.ə.v.ɛ.ɹ.ə.k.eɪ.t	p.ɹ.ə.v.ɛ.ɹ.ə.k.eɪ.t.ə.d	p.ɹ.ə.v.ɛ.ɹ.ə.k.eɪ.t.s	p.ɹ.ə.v.ɛ.ɹ.ə.k.eɪ.t.ə.d
p.ɹ.ə.v.ɛ.n.t	p.ɹ.ə.v.ɛ.n.t.ə.d	p.ɹ.ə.v.ɛ.n.t.s	p.ɹ.ə.v.ɛ.n.t.ə.d
p.ɹ.i.v.j.u	p.ɹ.i.v.j.u.d	p.ɹ.i.v.j.u.z	p.ɹ.i.v.j.u.d
p.ɹ.eɪ	p.ɹ.eɪ.d	p.ɹ.eɪ.z	p.ɹ.eɪ.d
p.ɹ.aɪ.s	p.ɹ.aɪ.s.t	p.ɹ.aɪ.s.ə.z	p.ɹ.aɪ.s.t
p.ɹ.ɪ.k	p.ɹ.ɪ.k.t	p.ɹ.ɪ.k.s	p.ɹ.ɪ.k.t
b.æ.k	b.æ.k.t	b.æ.k.s	b.æ.k.t
b.æ.k.d.eɪ.t	b.æ.k.d.eɪ.t.ə.d	b.æ.k.d.eɪ.t.s	b.æ.k.d.eɪ.t.ə.d
p.ɹ.aɪ.m	p.ɹ.aɪ.m.d	p.ɹ.aɪ.m.z	p.ɹ.aɪ.m.d
b.æ.k.t.ɹ.æ.k	b.æ.k.t.ɹ.æ.k.t	b.æ.k.t.ɹ.æ.k.s	b.æ.k.t.ɹ.æ.k.t
p.ɹ.ɪ.n.t	p.ɹ.ɪ.n.t.ə.d	p.ɹ.ɪ.n.t.s	p.ɹ.ɪ.n.t.ə.d
b.æ.dʒ.ɚ	b.æ.dʒ.ɚ.d	b.æ.dʒ.ɚ.z	b.æ.dʒ.ɚ.d
b.æ.f.ə.l	b.æ.f.ə.l.d	b.æ.f.ə.l.z	b.æ.f.ə.l.d
b.æ.g	b.æ.g.d	b.æ.g.z	b.æ.g.d
b.eɪ.l	b.eɪ.l.d	b.eɪ.l.z	b.eɪ.l.d
p.ɹ.aɪ.z	p.ɹ.aɪ.z.d	p.ɹ.aɪ.z.ə.z	p.ɹ.aɪ.z.d
p.ɹ.aɪ.z	p.ɹ.aɪ.z.d	p.ɹ.aɪ.z.ə.z	p.ɹ.aɪ.z.d
b.eɪ.t	b.eɪ.t.ə.d	b.eɪ.t.s	b.eɪ.t.ə.d
b.eɪ.k	b.eɪ.k.t	b.eɪ.k.s	b.eɪ.k.t
b.æ.l.ə.n.s	b.æ.l.ə.n.s.t	b.æ.l.ə.n.s.ə.z	b.æ.l.ə.n.s.t
p.ɹ.oʊ.b	p.ɹ.oʊ.b.d	p.ɹ.oʊ.b.z	p.ɹ.oʊ.b.d
p.ɹ.ə.s.i.d	p.ɹ.ə.s.i.d.ə.d	p.ɹ.ə.s.i.d.z	p.ɹ.ə.s.i.d.ə.d
b.ɔ.k	b.ɔ.k.t	b.ɔ.k.s	b.ɔ.k.t
p.ɹ.ɑ.s.ɛ.s	p.ɹ.ɑ.s.ɛ.s.t	p.ɹ.ɑ.s.ɛ.s.ə.z	p.ɹ.ɑ.s.ɛ.s.t
p.ɹ.ɑ.s.ɛ.s	p.ɹ.ɑ.s.ɛ.s.t	p.ɹ.ɑ.s.ɛ.s.ə.z	p.ɹ.ɑ.s.ɛ.s.t
p.ɹ.oʊ.k.l.eɪ.m	p.ɹ.oʊ.k.l.eɪ.m.d	p.ɹ.oʊ.k.l.eɪ.m.z	p.ɹ.oʊ.k.l.eɪ.m.d
p.ɹ.ə.k.ɹ.æ.s.t.ə.n.eɪ.t	p.ɹ.ə.k.ɹ.æ.s.t.ə.n.eɪ.t.ə.d	p.ɹ.ə.k.ɹ.æ.s.t.ə.n.eɪ.t.s	p.ɹ.ə.k.ɹ.æ.s.t.ə.n.eɪ.t.ə.d
b.ə.l.u.n	b.ə.l.u.n.d	b.ə.l.u.n.z	b.ə.l.u.n.d
p.ɹ.oʊ.k.ɹ.i.eɪ.t	p.ɹ.oʊ.k.ɹ.i.eɪ.t.ə.d	p.ɹ.oʊ.k.ɹ.i.eɪ.t.s	p.ɹ.oʊ.k.ɹ.i.eɪ.t.ə.d
p.ɹ.ɑ.d	p.ɹ.ɑ.d.ə.d	p.ɹ.ɑ.d.z	p.ɹ.ɑ.d.ə.d
p.ɹ.ə.d.u.s	p.ɹ.ə.d.u.s.t	p.ɹ.ə.d.u.s.ə.z	p.ɹ.ə.d.u.s.t
b.æ.n	b.æ.n.d	b.æ.n.z	b.æ.n.d
b.æ.n.d	b.æ.n.d.ə.d	b.æ.n.d.z	b.æ.n.d.ə.d
b.æ.n.d.ə.dʒ	b.æ.n.d.ə.dʒ.d	b.æ.n.d.ə.dʒ.ə.z	b.æ.n.d.ə.dʒ.d
p.ɹ.ə.f.ɛ.s	p.ɹ.ə.f.ɛ.s.t	p.ɹ.ə.f.ɛ.s.ə.z	p.ɹ.ə.f.ɛ.s.t
p.ɹ.oʊ.f.aɪ.l	p.ɹ.oʊ.f.aɪ.l.d	p.ɹ.oʊ.f.aɪ.l.z	p.ɹ.oʊ.f.aɪ.l.d
p.ɹ.ɑ.f.ə.t	p.ɹ.ɑ.f.ə.t.ə.d	p.ɹ.ɑ.f.ə.t.s	p.ɹ.ɑ.f.ə.t.ə.d
b.æ.ŋ	b.æ.ŋ.d	b.æ.ŋ.z	b.æ.ŋ.d
b.æ.ŋ.k	b.æ.ŋ.k.t	b.æ.ŋ.k.s	b.æ.ŋ.k.t
p.ɹ.ɑ.g.n.ɑ.s.t.ə.k.eɪ.t	p.ɹ.ɑ.g.n.ɑ.s.t.ə.k.eɪ.t.ə.d	p.ɹ.ɑ.g.n.ɑ.s.t.ə.k.eɪ.t.s	p.ɹ.ɑ.g.n.ɑ.s.t.ə.k.eɪ.t.ə.d
p.ɹ.oʊ.h.ɪ.b.ə.t	p.ɹ.oʊ.h.ɪ.b.ə.t.ə.d	p.ɹ.oʊ.h.ɪ.b.ə.t.s	p.ɹ.oʊ.h.ɪ.b.ə.t.ə.d
p.ɹ.ɑ.dʒ.ɛ.k.t	p.ɹ.ɑ.dʒ.ɛ.k.t.ə.d	p.ɹ.ɑ.dʒ.ɛ.k.t.s	p.ɹ.ɑ.dʒ.ɛ.k.t.ə.d
b.ɑ.ɹ	b.ɑ.ɹ.d	b.ɑ.ɹ.z	b.ɑ.ɹ.d
p.ɹ.ə.l.ɔ.ŋ	p.ɹ.ə.l.ɔ.ŋ.d	p.ɹ.ə.l.ɔ.ŋ.z	p.ɹ.ə.l.ɔ.ŋ.d
b.ɑ.ɹ.b.ə.k.j.u	b.ɑ.ɹ.b.ə.k.j.u.d	b.ɑ.ɹ.b.ə.k.j.u.z	b.ɑ.ɹ.b.ə.k.j.u.d
p.ɹ.ɑ.m.ə.s	p.ɹ.ɑ.m.ə.s.t	p.ɹ.ɑ.m.ə.s.ə.z	p.ɹ.ɑ.m.ə.s.t
p.ɹ.ə.m.oʊ.t	p.ɹ.ə.m.oʊ.t.ə.d	p.ɹ.ə.m.oʊ.t.s	p.ɹ.ə.m.oʊ.t.ə.d
b.ɛ.ɹ	b.ɛ.ɹ.d	b.ɛ.ɹ.z	b.ɛ.ɹ.d
p.ɹ.ɑ.m.p.t	p.ɹ.ɑ.m.p.t.ə.d	p.ɹ.ɑ.m.p.t.s	p.ɹ.ɑ.m.p.t.ə.d
b.ɑ.ɹ.g.ə.n	b.ɑ.ɹ.g.ə.n.d	b.ɑ.ɹ.g.ə.n.z	b.ɑ.ɹ.g.ə.n.d
p.ɹ.ɔ.ŋ	p.ɹ.ɔ.ŋ.d	p.ɹ.ɔ.ŋ.z	p.ɹ.ɔ.ŋ.d
b.ɑ.ɹ.dʒ	b.ɑ.ɹ.dʒ.d	b.ɑ.ɹ.dʒ.ə.z	b.ɑ.ɹ.dʒ.d
p.ɹ.ə.n.aʊ.n.s	p.ɹ.ə.n.aʊ.n.s.t	p.ɹ.ə.n.aʊ.n.s.ə.z	p.ɹ.ə.n.aʊ.n.s.t
p.ɹ.u.f	p.ɹ.u.f.t	p.ɹ.u.f.s	p.ɹ.u.f.t
b.ɑ.ɹ.k	b.ɑ.ɹ.k.t	b.ɑ.ɹ.k.s	b.ɑ.ɹ.k.t
b.ɑ.ɹ.k	b.ɑ.ɹ.k.t	b.ɑ.ɹ.k.s	b.ɑ.ɹ.k.t
p.ɹ.ɑ.p	p.ɹ.ɑ.p.t	p.ɹ.ɑ.p.s	p.ɹ.ɑ.p.t
p.ɹ.ə.p.ɛ.l	p.ɹ.ə.p.ɛ.l.d	p.ɹ.ə.p.ɛ.l.z	p.ɹ.ə.p.ɛ.l.d
b.ɚ.ɑ.ʒ	b.ɚ.ɑ.ʒ.d	b.ɚ.ɑ.ʒ.ə.z	b.ɚ.ɑ.ʒ.d
b.æ.ɹ.ə.k.eɪ.d	b.æ.ɹ.ə.k.eɪ.d.ə.d	b.æ.ɹ.ə.k.eɪ.d.z	b.æ.ɹ.ə.k.eɪ.d.ə.d
p.ɹ.ə.p.ɔ.ɹ.ʃ.ə.n	p.ɹ.ə.p.ɔ.ɹ.ʃ.ə.n.d	p.ɹ.ə.p.ɔ.ɹ.ʃ.ə.n.z	p.ɹ.ə.p.ɔ.ɹ.ʃ.ə.n.d
p.ɹ.ə.p.oʊ.z	p.ɹ.ə.p.oʊ.z.d	p.ɹ.ə.p.oʊ.z.ə.z	p.ɹ.ə.p.oʊ.z.d
p.ɹ.ɑ.p.ə.z.ɪ.ʃ.ə.n	p.ɹ.ɑ.p.ə.z.ɪ.ʃ.ə.n.d	p.ɹ.ɑ.p.ə.z.ɪ.ʃ.ə.n.z	p.ɹ.ɑ.p.ə.z.ɪ.ʃ.ə.n.d
b.æ.ʃ	b.æ.ʃ.t	b.æ.ʃ.ə.z	b.æ.ʃ.t
p.ɹ.oʊ.s.k.ɹ.aɪ.b	p.ɹ.oʊ.s.k.ɹ.aɪ.b.d	p.ɹ.oʊ.s.k.ɹ.aɪ.b.z	p.ɹ.oʊ.s.k.ɹ.aɪ.b.d
p.ɹ.ɑ.s.ə.k.j.u.t	p.ɹ.ɑ.s.ə.k.j.u.t.ə.d	p.ɹ.ɑ.s.ə.k.j.u.t.s	p.ɹ.ɑ.s.ə.k.j.u.t.ə.d
b.æ.s.k	b.æ.s.k.t	b.æ.s.k.s	b.æ.s.k.t
p.ɹ.ɑ.s.p.ɚ	p.ɹ.ɑ.s.p.ɚ.d	p.ɹ.ɑ.s.p.ɚ.z	p.ɹ.ɑ.s.p.ɚ.d
p.ɹ.ə.t.ɛ.k.t	p.ɹ.ə.t.ɛ.k.t.ə.d	p.ɹ.ə.t.ɛ.k.t.s	p.ɹ.ə.t.ɛ.k.t.ə.d
b.æ.t	b.æ.t.ə.d	b.æ.t.s	b.æ.t.ə.d
b.eɪ.t	b.eɪ.t.ə.d	b.eɪ.t.s	b.eɪ.t.ə.d
b.eɪ.ð	b.eɪ.ð.d	b.eɪ.ð.z	b.eɪ.ð.d
b.æ.t.ɚ	b.æ.t.ɚ.d	b.æ.t.ɚ.z	b.æ.t.ɚ.d
b.æ.t.ə.l	b.æ.t.ə.l.d	b.æ.t.ə.l.z	b.æ.t.ə.l.d
p.ɹ.u.v	p.ɹ.u.v.d	p.ɹ.u.v.z	p.ɹ.u.v.d
b.ɔ.l	b.ɔ.l.d	b.ɔ.l.z	b.ɔ.l.d
p.ɹ.ə.v.aɪ.d	p.ɹ.ə.v.aɪ.d.ə.d	p.ɹ.ə.v.aɪ.d.z	p.ɹ.ə.v.aɪ.d.ə.d
b.eɪ	b.eɪ.d	b.eɪ.z	b.eɪ.d
b.i.tʃ	b.i.tʃ.t	b.i.tʃ.ə.z	b.i.tʃ.t
b.i.d	b.i.d.ə.d	b.i.d.z	b.i.d.ə.d
p.ɹ.ə.v.oʊ.k	p.ɹ.ə.v.oʊ.k.t	p.ɹ.ə.v.oʊ.k.s	p.ɹ.ə.v.oʊ.k.t
b.i.m	b.i.m.d	b.i.m.z	b.i.m.d
b.ɪ.ɹ.d	b.ɪ.ɹ.d.ə.d	b.ɪ.ɹ.d.z	b.ɪ.ɹ.d.ə.d
p.ɹ.u.n	p.ɹ.u.n.d	p.ɹ.u.n.z	p.ɹ.u.n.d
p.ɹ.aɪ	p.ɹ.aɪ.d	p.ɹ.aɪ.z	p.ɹ.aɪ.d
b.ɛ.k.ə.n	b.ɛ.k.ə.n.d	b.ɛ.k.ə.n.z	b.ɛ.k.ə.n.d
b.ɛ.d	b.ɛ.d.ə.d	b.ɛ.d.z	b.ɛ.d.ə.d
b.i.f	b.i.f.t	b.i.f.s	b.i.f.t
p.ʌ.b.l.ə.ʃ	p.ʌ.b.l.ə.ʃ.t	p.ʌ.b.l.ə.ʃ.ə.z	p.ʌ.b.l.ə.ʃ.t
b.ə.f.ɹ.ɛ.n.d	b.ə.f.ɹ.ɛ.n.d.ə.d	b.ə.f.ɹ.ɛ.n.d.z	b.ə.f.ɹ.ɛ.n.d.ə.d
b.ə.f.ʌ.d.ə.l	b.ə.f.ʌ.d.ə.l.d	b.ə.f.ʌ.d.ə.l.z	b.ə.f.ʌ.d.ə.l.d
b.ɛ.g	b.ɛ.g.d	b.ɛ.g.z	b.ɛ.g.d
p.ʌ.f	p.ʌ.f.t	p.ʌ.f.s	p.ʌ.f.t
b.ə.h.eɪ.v	b.ə.h.eɪ.v.d	b.ə.h.eɪ.v.z	b.ə.h.eɪ.v.d
p.ʊ.l	p.ʊ.l.d	p.ʊ.l.z	p.ʊ.l.d
b.ə.l.aɪ	b.ə.l.aɪ.d	b.ə.l.aɪ.z	b.ə.l.aɪ.d
b.ə.l.i.v	b.ə.l.i.v.d	b.ə.l.i.v.z	b.ə.l.i.v.d
b.ə.l.ɪ.t.ə.l	b.ə.l.ɪ.t.ə.l.d	b.ə.l.ɪ.t.ə.l.z	b.ə.l.ɪ.t.ə.l.d
p.ʌ.m.p	p.ʌ.m.p.t	p.ʌ.m.p.s	p.ʌ.m.p.t
b.ɛ.l.oʊ	b.ɛ.l.oʊ.d	b.ɛ.l.oʊ.z	b.ɛ.l.oʊ.d
p.ʌ.n.tʃ	p.ʌ.n.tʃ.t	p.ʌ.n.tʃ.ə.z	p.ʌ.n.tʃ.t
b.ə.l.ɔ.ŋ	b.ə.l.ɔ.ŋ.d	b.ə.l.ɔ.ŋ.z	b.ə.l.ɔ.ŋ.d
b.ɛ.l.t	b.ɛ.l.t.ə.d	b.ɛ.l.t.s	b.ɛ.l.t.ə.d
p.ʌ.ŋ.k.tʃ.ɚ	p.ʌ.ŋ.k.tʃ.ɚ.d	p.ʌ.ŋ.k.tʃ.ɚ.z	p.ʌ.ŋ.k.tʃ.ɚ.d
b.ə.m.oʊ.n	b.ə.m.oʊ.n.d	b.ə.m.oʊ.n.z	b.ə.m.oʊ.n.d
p.ʌ.n.ə.ʃ	p.ʌ.n.ə.ʃ.t	p.ʌ.n.ə.ʃ.ə.z	p.ʌ.n.ə.ʃ.t
p.ɚ.tʃ.ə.s	p.ɚ.tʃ.ə.s.t	p.ɚ.tʃ.ə.s.ə.z	p.ɚ.tʃ.ə.s.t
p.ɚ.dʒ	p.ɚ.dʒ.d	p.ɚ.dʒ.ə.z	p.ɚ.dʒ.d
p.ɚ.p.ɔ.ɹ.t	p.ɚ.p.ɔ.ɹ.t.ə.d	p.ɚ.p.ɔ.ɹ.t.s	p.ɚ.p.ɔ.ɹ.t.ə.d
p.ɚ.s	p.ɚ.s.t	p.ɚ.s.ə.z	p.ɚ.s.t
p.ɚ.s.u	p.ɚ.s.u.d	p.ɚ.s.u.z	p.ɚ.s.u.d
b.ə.s.t.oʊ	b.ə.s.t.oʊ.d	b.ə.s.t.oʊ.z	b.ə.s.t.oʊ.d
