1p.prs	1p.pst	3p.prs	3p.pst
ɹ.i.u.n.aɪ.t	ɹ.i.u.n.aɪ.t.ɪ.d	ɹ.i.u.n.aɪ.t.s	ɹ.i.u.n.aɪ.t.ɪ.d
ɹ.ɛ.v	ɹ.ɛ.v.d	ɹ.ɛ.v.z	ɹ.ɛ.v.d
ɹ.i.v.æ.m.p	ɹ.i.v.æ.m.p.t	ɹ.i.v.æ.m.p.s	ɹ.i.v.æ.m.p.t
ɹ.ɪ.v.i.l	ɹ.ɪ.v.i.l.d	ɹ.ɪ.v.i.l.z	ɹ.ɪ.v.i.l.d
k.æ.ʃ	k.æ.ʃ.t	k.æ.ʃ.ɪ.z	k.æ.ʃ.t
ɹ.ɪ.v.ɚ.b.ɚ.ʌ.t	ɹ.ɪ.v.ɚ.b.ɚ.eɪ.t.ɪ.d	ɹ.ɪ.v.ɚ.b.ɚ.eɪ.t.s	ɹ.ɪ.v.ɚ.b.ɚ.eɪ.t.ɪ.d
ɹ.ɪ.v.ɪ.ɹ	ɹ.ɪ.v.ɪ.ɹ.d	ɹ.ɪ.v.ɪ.ɹ.z	ɹ.ɪ.v.ɪ.ɹ.d
ɹ.ɪ.v.ɚ.s	ɹ.ɪ.v.ɚ.s.t	ɹ.ɪ.v.ɚ.s.ɪ.z	ɹ.ɪ.v.ɚ.s.t
k.eɪ.dʒ	k.eɪ.dʒ.d	k.eɪ.dʒ.ɪ.z	k.eɪ.dʒ.d
ɹ.i.v.j.u	ɹ.i.v.j.u.d	ɹ.i.v.j.u.z	ɹ.i.v.j.u.d
ɹ.ɪ.v.aɪ.z	ɹ.ɪ.v.aɪ.z.d	ɹ.ɪ.v.aɪ.z.ɪ.z	ɹ.ɪ.v.aɪ.z.d
k.eɪ.k	k.eɪ.k.t	k.eɪ.k.s	k.eɪ.k.t
ɹ.ɪ.v.aɪ.v	ɹ.ɪ.v.aɪ.v.d	ɹ.i.v.aɪ.v.z	ɹ.ɪ.v.aɪ.v.d
ɹ.ɪ.v.oʊ.l.t	ɹ.ɪ.v.oʊ.l.t.ɪ.d	ɹ.i.v.oʊ.l.t.s	ɹ.ɪ.v.oʊ.l.t.ɪ.d
k.æ.l.k.j.ʌ.l.eɪ.t	k.æ.l.k.j.ʌ.l.eɪ.t.ʌ.d	k.æ.l.k.j.ʌ.l.eɪ.t.s	k.æ.l.k.j.ʌ.l.eɪ.t.ʌ.d
ɹ.i.v.ɑ.l.v	ɹ.i.v.ɑ.l.v.d	ɹ.i.v.ɑ.l.v.z	ɹ.i.v.ɑ.l.v.d
ɹ.ɪ.w.ɔ.ɹ.d	ɹ.ɪ.w.ɔ.ɹ.d.ɪ.d	ɹ.ɪ.w.ɔ.ɹ.d.z	ɹ.ɪ.w.ɔ.ɹ.d.ɪ.d
ɹ.i.ɹ.aɪ.t	ɹ.i.ɹ.oʊ.t	ɹ.i.ɹ.aɪ.t.s	ɹ.i.ɹ.oʊ.t
k.ɔ.l	k.ɔ.l.d	k.ɔ.l.z	k.ɔ.l.d
ɹ.aɪ.m	ɹ.aɪ.m.d	ɹ.aɪ.m.z	ɹ.aɪ.m.d
k.ɑ.m	k.ɑ.m.d	k.ɑ.m.z	k.ɑ.m.d
ɹ.ɪ.b	ɹ.ɪ.b.d	ɹ.ɪ.b.z	ɹ.ɪ.b.d
ɹ.ɪ.d.ʌ.l	ɹ.ɪ.d.ʌ.l.d	ɹ.ɪ.d.ʌ.l.z	ɹ.ɪ.d.ʌ.l.d
ɹ.aɪ.d	ɹ.oʊ.d	ɹ.aɪ.d.z	ɹ.oʊ.d
ɹ.ɪ.dʒ	ɹ.ɪ.dʒ.d	ɹ.ɪ.dʒ.ʌ.z	ɹ.ɪ.dʒ.d
ɹ.ɪ.d.ʌ.k.j.u.l	ɹ.ɪ.d.ʌ.k.j.u.l.d	ɹ.ɪ.d.ʌ.k.j.u.l.z	ɹ.ɪ.d.ʌ.k.j.u.l.d
k.æ.m.p	k.æ.m.p.t	k.æ.m.p.s	k.æ.m.p.t
k.æ.m.p.eɪ.n	k.æ.m.p.eɪ.n.d	k.æ.m.p.eɪ.n.z	k.æ.m.p.eɪ.n.d
ɹ.aɪ.f.ʌ.l	ɹ.aɪ.f.ʌ.l.d	ɹ.aɪ.f.ʌ.l.z	ɹ.aɪ.f.ʌ.l.d
ɹ.ɪ.g	ɹ.ɪ.g.d	ɹ.ɪ.g.z	ɹ.ɪ.g.d
k.æ.n	k.ʊ.d	k.æ.n	k.ʊ.d
k.æ.n	k.æ.n.d	k.æ.n.z	k.æ.n.d
ɹ.aɪ.t	ɹ.aɪ.t.ɪ.d	ɹ.aɪ.t.s	ɹ.aɪ.t.ɪ.d
k.æ.n.s.ʌ.l	k.æ.n.s.ʌ.l.d	k.æ.n.s.ʌ.l.z	k.æ.n.s.ʌ.l.d
k.æ.n.d.i	k.æ.n.d.i.d	k.æ.n.d.i.z	k.æ.n.d.i.d
k.eɪ.n	k.eɪ.n.d	k.eɪ.n.z	k.eɪ.n.d
ɹ.aɪ.l	ɹ.aɪ.l.d	ɹ.aɪ.l.z	ɹ.aɪ.l.d
ɹ.ɪ.m	ɹ.ɪ.m.d	ɹ.ɪ.m.z	ɹ.ɪ.m.d
ɹ.ɪ.ŋ	ɹ.æ.ŋ	ɹ.ɪ.ŋ.z	ɹ.æ.ŋ
ɹ.ɪ.ŋ	ɹ.ɪ.ŋ.d	ɹ.ɪ.ŋ.z	ɹ.ɪ.ŋ.d
k.ʌ.n.u	k.ʌ.n.u.d	k.ʌ.n.u.z	k.ʌ.n.u.d
ɹ.aɪ.ʌ.t	ɹ.aɪ.ʌ.t.ɪ.d	ɹ.aɪ.ʌ.t.s	ɹ.aɪ.ʌ.t.ɪ.d
ɹ.ɪ.p	ɹ.ɪ.p.t	ɹ.ɪ.p.s	ɹ.ɪ.p.t
ɹ.ɪ.p.ʌ.l	ɹ.ɪ.p.ʌ.l.d	ɹ.ɪ.p.ʌ.l.z	ɹ.ɪ.p.ʌ.l.d
k.æ.n.v.ʌ.s	k.æ.n.v.ʌ.s.t	k.æ.n.v.ʌ.s.ɪ.z	k.æ.n.v.ʌ.s.t
k.æ.p	k.æ.p.t	k.æ.p.s	k.æ.p.t
ɹ.aɪ.z	ɹ.oʊ.z	ɹ.aɪ.z.ʌ.z	ɹ.oʊ.z
ɹ.ɪ.s.k	ɹ.ɪ.s.k.t	ɹ.ɪ.s.k.s	ɹ.ɪ.s.k.t
k.æ.p.ʌ.t.ʌ.l.aɪ.z	k.æ.p.ɪ.t.ʌ.l.aɪ.z.d	k.æ.p.ʌ.t.ʌ.l.aɪ.z.ɪ.z	k.æ.p.ɪ.t.ʌ.l.aɪ.z.d
ɹ.ɪ.v.ʌ.t	ɹ.ɪ.v.ʌ.t.ɪ.d	ɹ.ɪ.v.ʌ.t.s	ɹ.ɪ.v.ʌ.t.ɪ.d
k.æ.p.t.ɪ.v.eɪ.t	k.æ.p.t.ɪ.v.eɪ.t.ɪ.d	k.æ.p.t.ɪ.v.eɪ.t.s	k.æ.p.t.ɪ.v.eɪ.t.ɪ.d
k.æ.p.tʃ.ɚ	k.æ.p.tʃ.ɚ.d	k.æ.p.tʃ.ɚ.z	k.æ.p.tʃ.ɚ.d
ɹ.oʊ.m	ɹ.oʊ.m.d	ɹ.oʊ.m.z	ɹ.oʊ.m.d
ɹ.ɔ.ɹ	ɹ.ɔ.ɹ.d	ɹ.ɔ.ɹ.z	ɹ.ɔ.ɹ.d
ɹ.oʊ.s.t	ɹ.oʊ.s.t.ʌ.d	ɹ.oʊ.s.t.s	ɹ.oʊ.s.t.ʌ.d
k.ɑ.ɹ.b.ʌ.n.eɪ.t	k.ɑ.ɹ.b.ʌ.n.eɪ.t.ɪ.d	k.ɑ.ɹ.b.ʌ.n.eɪ.t.s	k.ɑ.ɹ.b.ʌ.n.eɪ.t.ɪ.d
ɹ.ɑ.b	ɹ.ɑ.b.d	ɹ.ɑ.b.z	ɹ.ɑ.b.d
ɹ.oʊ.b	ɹ.oʊ.b.d	ɹ.oʊ.b.z	ɹ.oʊ.b.d
ɹ.ɑ.k	ɹ.ɑ.k.t	ɹ.ɑ.k.s	ɹ.ɑ.k.t
k.ɑ.ɹ.d	k.ɑ.ɹ.d.ɪ.d	k.ɑ.ɹ.d.z	k.ɑ.ɹ.d.ɪ.d
ɹ.ɑ.k.ʌ.t	ɹ.ɑ.k.ʌ.t.ɪ.d	ɹ.ɑ.k.ʌ.t.s	ɹ.ɑ.k.ʌ.t.ɪ.d
k.ɛ.ɹ	k.ɛ.ɹ.d	k.ɛ.ɹ.z	k.ɛ.ɹ.d
k.ɚ.i.n	k.ɚ.i.n.d	k.ɚ.i.n.z	k.ɚ.i.n.d
k.ɚ.ɛ.s	k.ɚ.ɛ.s.t	k.ɚ.ɛ.s.ɪ.z	k.ɚ.ɛ.s.t
ɹ.oʊ.l	ɹ.oʊ.l.d	ɹ.oʊ.l.z	ɹ.oʊ.l.d
k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ	k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ.d	k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ.z	k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ.d
k.ɑ.ɹ.p.ʌ.t	k.ɑ.ɹ.p.ʌ.t.ɪ.d	k.ɑ.ɹ.p.ʌ.t.s	k.ɑ.ɹ.p.ʌ.t.ɪ.d
k.æ.ɹ.i	k.æ.ɹ.i.d	k.æ.ɹ.i.z	k.æ.ɹ.i.d
ɹ.u.f	ɹ.u.f.t	ɹ.u.f.s	ɹ.u.f.t
k.ɑ.ɹ.t	k.ɑ.ɹ.t.ɪ.d	k.ɑ.ɹ.t.s	k.ɑ.ɹ.t.ɪ.d
ɹ.u.t	ɹ.u.t.ʌ.d	ɹ.u.t.s	ɹ.u.t.ʌ.d
k.ɑ.ɹ.v	k.ɑ.ɹ.v.d	k.ɑ.ɹ.v.z	k.ɑ.ɹ.v.d
ɹ.oʊ.p	ɹ.oʊ.p.t	ɹ.oʊ.p.s	ɹ.oʊ.p.t
k.æ.s.k.eɪ.d	k.æ.s.k.eɪ.d.ɪ.d	k.æ.s.k.eɪ.d.z	k.æ.s.k.eɪ.d.ɪ.d
k.æ.ʃ	k.æ.ʃ.t	k.æ.ʃ.ɪ.z	k.æ.ʃ.t
k.æ.ʃ.ɪ.ɹ	k.æ.ʃ.ɪ.ɹ.d	k.æ.ʃ.ɪ.ɹ.z	k.æ.ʃ.ɪ.ɹ.d
ɹ.ɑ.t	ɹ.ɑ.t.ɪ.d	ɹ.ɑ.t.s	ɹ.ɑ.t.ɪ.d
ɹ.oʊ.t.eɪ.t	ɹ.oʊ.t.eɪ.t.ɪ.d	ɹ.oʊ.t.eɪ.t.s	ɹ.oʊ.t.eɪ.t.ɪ.d
k.æ.s.t	k.æ.s.t	k.æ.s.t.s	k.æ.s.t
k.æ.s.t.ʌ.g.eɪ.t	k.æ.s.t.ʌ.g.eɪ.t.ɪ.d	k.æ.s.t.ʌ.g.eɪ.t.s	k.æ.s.t.ʌ.g.eɪ.t.ɪ.d
k.æ.s.t.ɹ.eɪ.t	k.æ.s.t.ɹ.eɪ.t.ɪ.d	k.æ.s.t.ɹ.eɪ.t.s	k.æ.s.t.ɹ.eɪ.t.ɪ.d
ɹ.aʊ.n.d	ɹ.aʊ.n.d.ʌ.d	ɹ.aʊ.n.d.z	ɹ.aʊ.n.d.ʌ.d
k.æ.t.ʌ.l.ɔ.g	k.æ.t.ʌ.l.ɔ.g.d	k.æ.t.ʌ.l.ɔ.g.z	k.æ.t.ʌ.l.ɔ.g.d
k.æ.t.ʌ.p.ʌ.l.t	k.æ.t.ʌ.p.ʌ.l.t.ɪ.d	k.æ.t.ʌ.p.ʌ.l.t.s	k.æ.t.ʌ.p.ʌ.l.t.ɪ.d
k.æ.tʃ	k.ɑ.t	k.æ.tʃ.ɪ.z	k.ɑ.t
ɹ.u.t	ɹ.u.t.ɪ.d	ɹ.u.t.s	ɹ.u.t.ɪ.d
k.æ.t.ʌ.g.ɚ.aɪ.z	k.æ.t.ʌ.g.ɚ.aɪ.z.d	k.æ.t.ʌ.g.ɚ.aɪ.z.ɪ.z	k.æ.t.ʌ.g.ɚ.aɪ.z.d
k.eɪ.t.ɚ	k.eɪ.t.ɚ.d	k.eɪ.t.ɚ.z	k.eɪ.t.ɚ.d
ɹ.oʊ	ɹ.oʊ.d	ɹ.oʊ.z	ɹ.oʊ.d
ɹ.oʊ	ɹ.oʊ.d	ɹ.oʊ.z	ɹ.oʊ.d
ɹ.ʌ.b	ɹ.ʌ.b.d	ɹ.ʌ.b.z	ɹ.ʌ.b.d
k.ɑ.z	k.ɑ.z.d	k.ɑ.z.ʌ.z	k.ɑ.z.d
k.ɔ.t.ɚ.aɪ.z	k.ɔ.t.ɚ.aɪ.z.d	k.ɔ.t.ɚ.aɪ.z.ɪ.z	k.ɔ.t.ɚ.aɪ.z.d
k.ɑ.ʃ.ʌ.n	k.ɑ.ʃ.ʌ.n.d	k.ɔ.ʃ.ʌ.n.z	k.ɑ.ʃ.ʌ.n.d
s.i.s	s.i.s.t	s.i.s.ɪ.z	s.i.s.t
ɹ.ʌ.f.ʌ.l	ɹ.ʌ.f.ʌ.l.d	ɹ.ʌ.f.ʌ.l.z	ɹ.ʌ.f.ʌ.l.d
s.i.d	s.i.d.ʌ.d	s.i.d.z	s.i.d.ʌ.d
s.ɛ.l.ʌ.b.ɹ.eɪ.t	s.ɛ.l.ʌ.b.ɹ.eɪ.t.ɪ.d	s.ɛ.l.ʌ.b.ɹ.eɪ.t.s	s.ɛ.l.ʌ.b.ɹ.eɪ.t.ɪ.d
ɹ.u.ʌ.n	ɹ.u.ʌ.n.d	ɹ.u.ʌ.n.z	ɹ.u.ʌ.n.d
ɹ.u.l	ɹ.u.l.d	ɹ.u.l.z	ɹ.u.l.d
ɹ.ʌ.m.b.ʌ.l	ɹ.ʌ.m.b.ʌ.l.d	ɹ.ʌ.m.b.ʌ.l.z	ɹ.ʌ.m.b.ʌ.l.d
ɹ.ʌ.m.ɪ.dʒ	ɹ.ʌ.m.ɪ.dʒ.d	ɹ.ʌ.m.ɪ.dʒ.ʌ.z	ɹ.ʌ.m.ɪ.dʒ.d
s.ɛ.n.s.ɚ	s.ɛ.n.s.ɚ.d	s.ɛ.n.s.ɚ.z	s.ɛ.n.s.ɚ.d
ɹ.ʌ.n	ɹ.æ.n	ɹ.ʌ.n.z	ɹ.æ.n
ɹ.ʌ.p.tʃ.ɚ	ɹ.ʌ.p.tʃ.ɚ.d	ɹ.ʌ.p.tʃ.ɚ.z	ɹ.ʌ.p.tʃ.ɚ.d
ɹ.ʌ.ʃ	ɹ.ʌ.ʃ.t	ɹ.ʌ.ʃ.ʌ.z	ɹ.ʌ.ʃ.t
s.ɚ.t.ʌ.f.aɪ	s.ɚ.t.ʌ.f.aɪ.d	s.ɚ.t.ʌ.f.aɪ.z	s.ɚ.t.ʌ.f.aɪ.d
ɹ.ʌ.s.t	ɹ.ʌ.s.t.ʌ.d	ɹ.ʌ.s.t.s	ɹ.ʌ.s.t.ʌ.d
tʃ.eɪ.f	tʃ.eɪ.f.t	tʃ.eɪ.f.s	tʃ.eɪ.f.t
ɹ.ʌ.t	ɹ.ʌ.t.ɪ.d	ɹ.ʌ.t.s	ɹ.ʌ.t.ɪ.d
tʃ.eɪ.n	tʃ.eɪ.n.d	tʃ.eɪ.n.z	tʃ.eɪ.n.d
tʃ.ɛ.ɹ	tʃ.ɛ.ɹ.d	tʃ.ɛ.ɹ.z	tʃ.ɛ.ɹ.d
tʃ.ɑ.k	tʃ.ɔ.k.t	tʃ.ɔ.k.s	tʃ.ɔ.k.t
tʃ.æ.l.ʌ.n.dʒ	tʃ.æ.l.ʌ.n.dʒ.d	tʃ.æ.l.ʌ.n.dʒ.ɪ.z	tʃ.æ.l.ʌ.n.dʒ.d
s.æ.k	s.æ.k.t	s.æ.k.s	s.æ.k.t
tʃ.æ.m.p.i.ʌ.n	tʃ.æ.m.p.i.ʌ.n.d	tʃ.æ.m.p.i.ʌ.n.z	tʃ.æ.m.p.i.ʌ.n.d
s.æ.k.ɹ.ʌ.f.aɪ.s	s.æ.k.ɹ.ʌ.f.aɪ.s.t	s.æ.k.ɹ.ʌ.f.aɪ.s.ɪ.z	s.æ.k.ɹ.ʌ.f.aɪ.s.t
s.æ.d.ʌ.n	s.æ.d.ʌ.n.d	s.æ.d.ʌ.n.z	s.æ.d.ʌ.n.d
s.æ.d.ʌ.l	s.æ.d.ʌ.l.d	s.æ.d.ʌ.l.z	s.æ.d.ʌ.l.d
tʃ.eɪ.n.dʒ	tʃ.eɪ.n.dʒ.d	tʃ.eɪ.n.dʒ.ʌ.z	tʃ.eɪ.n.dʒ.d
tʃ.æ.n.t	tʃ.æ.n.t.ɪ.d	tʃ.æ.n.t.s	tʃ.æ.n.t.ɪ.d
s.eɪ.f.g.ɑ.ɹ.d	s.eɪ.f.g.ɑ.ɹ.d.ɪ.d	s.eɪ.f.g.ɑ.ɹ.d.z	s.eɪ.f.g.ɑ.ɹ.d.ɪ.d
s.æ.g	s.æ.g.d	s.æ.g.z	s.æ.g.d
k.ɛ.ɹ.ɪ.k.t.ɚ.aɪ.z	k.ɛ.ɹ.ɪ.k.t.ɚ.aɪ.z.d	k.ɛ.ɹ.ɪ.k.t.ɚ.aɪ.z.ʌ.z	k.ɛ.ɹ.ɪ.k.t.ɚ.aɪ.z.d
tʃ.ɑ.ɹ.dʒ	tʃ.ɑ.ɹ.dʒ.d	tʃ.ɑ.ɹ.dʒ.ɪ.z	tʃ.ɑ.ɹ.dʒ.d
s.eɪ.l	s.eɪ.l.d	s.eɪ.l.z	s.eɪ.l.d
tʃ.ɑ.ɹ.m	tʃ.ɑ.ɹ.m.d	tʃ.ɑ.ɹ.m.z	tʃ.ɑ.ɹ.m.d
tʃ.ɑ.ɹ.t	tʃ.ɑ.ɹ.t.ʌ.d	tʃ.ɑ.ɹ.t.s	tʃ.ɑ.ɹ.t.ʌ.d
tʃ.ɑ.ɹ.t.ɚ	tʃ.ɑ.ɹ.t.ɚ.d	tʃ.ɑ.ɹ.t.ɚ.z	tʃ.ɑ.ɹ.t.ɚ.d
tʃ.eɪ.s	tʃ.eɪ.s.t	tʃ.eɪ.s.ʌ.z	tʃ.eɪ.s.t
tʃ.æ.s.t.aɪ.z	tʃ.æ.s.t.aɪ.z.d	tʃ.æ.s.t.aɪ.z.ɪ.z	tʃ.æ.s.t.aɪ.z.d
tʃ.æ.t	tʃ.æ.t.ʌ.d	tʃ.æ.t.s	tʃ.æ.t.ʌ.d
ʃ.oʊ.f.ɚ	ʃ.oʊ.f.ɚ.d	ʃ.oʊ.f.ɚ.z	ʃ.oʊ.f.ɚ.d
tʃ.i.p.ʌ.n	tʃ.i.p.ʌ.n.d	tʃ.i.p.ʌ.n.z	tʃ.i.p.ʌ.n.d
s.ɔ.l.t	s.ɔ.l.t.ʌ.d	s.ɔ.l.t.s	s.ɔ.l.t.ʌ.d
tʃ.i.t	tʃ.i.t.ʌ.d	tʃ.i.t.s	tʃ.i.t.ʌ.d
tʃ.ɛ.k	tʃ.ɛ.k.t	tʃ.ɛ.k.s	tʃ.ɛ.k.t
s.ʌ.l.u.t	s.ʌ.l.u.t.ʌ.d	s.ʌ.l.u.t.s	s.ʌ.l.u.t.ʌ.d
tʃ.i.k	tʃ.i.k.t	tʃ.i.k.s	tʃ.i.k.t
tʃ.ɪ.ɹ	tʃ.ɪ.ɹ.d	tʃ.ɪ.ɹ.z	tʃ.ɪ.ɹ.d
s.æ.m.p.ʌ.l	s.æ.m.p.ʌ.l.d	s.æ.m.p.ʌ.l.z	s.æ.m.p.ʌ.l.d
s.æ.ŋ.k.ʃ.ʌ.n	s.æ.ŋ.k.ʃ.ʌ.n.d	s.æ.ŋ.k.ʃ.ʌ.n.z	s.æ.ŋ.k.ʃ.ʌ.n.d
s.æ.n.d	s.æ.n.d.ɪ.d	s.æ.n.d.z	s.æ.n.d.ɪ.d
s.æ.n.d.b.æ.g	s.æ.n.d.b.æ.g.d	s.æ.n.d.b.æ.g.z	s.æ.n.d.b.æ.g.d
tʃ.ɛ.ɹ.ɪ.ʃ	tʃ.ɛ.ɹ.ɪ.ʃ.t	tʃ.ɛ.ɹ.ɪ.ʃ.ɪ.z	tʃ.ɛ.ɹ.ɪ.ʃ.t
s.æ.n.d.w.ɪ.tʃ	s.æ.n.d.w.ɪ.tʃ.t	s.æ.n.d.w.ɪ.tʃ.ɪ.z	s.æ.n.d.w.ɪ.tʃ.t
tʃ.u	tʃ.u.d	tʃ.u.z	tʃ.u.d
s.æ.p	s.æ.p.t	s.æ.p.s	s.æ.p.t
tʃ.aɪ.d	tʃ.aɪ.d.ɪ.d	tʃ.aɪ.d.z	tʃ.aɪ.d.ɪ.d
tʃ.ɪ.l	tʃ.ɪ.l.d	tʃ.ɪ.l.z	tʃ.ɪ.l.d
s.eɪ.t	s.eɪ.t.ɪ.d	s.eɪ.t.s	s.eɪ.t.ɪ.d
tʃ.aɪ.m	tʃ.aɪ.m.d	tʃ.aɪ.m.z	tʃ.aɪ.m.d
s.æ.t.ʌ.s.f.aɪ	s.æ.t.ʌ.s.f.aɪ.d	s.æ.t.ɪ.s.f.aɪ.z	s.æ.t.ʌ.s.f.aɪ.d
tʃ.ɪ.p	tʃ.ɪ.p.t	tʃ.ɪ.p.s	tʃ.ɪ.p.t
s.æ.v.ʌ.dʒ	s.æ.v.ɪ.dʒ.d	s.æ.v.ʌ.dʒ.ʌ.z	s.æ.v.ɪ.dʒ.d
s.eɪ.v	s.eɪ.v.d	s.eɪ.v.z	s.eɪ.v.d
s.ɔ	s.ɔ.d	s.ɔ.z	s.ɔ.d
tʃ.oʊ.k	tʃ.oʊ.k.t	tʃ.oʊ.k.s	tʃ.oʊ.k.t
s.eɪ	s.ɛ.d	s.ɛ.z	s.ɛ.d
tʃ.u.z	tʃ.oʊ.z	tʃ.u.z.ʌ.z	tʃ.oʊ.z
tʃ.ɑ.p	tʃ.ɑ.p.t	tʃ.ɑ.p.s	tʃ.ɑ.p.t
s.k.ɔ.l.d	s.k.ɔ.l.d.ɪ.d	s.k.ɔ.l.d.z	s.k.ɔ.l.d.ɪ.d
s.k.eɪ.l	s.k.eɪ.l.d	s.k.eɪ.l.z	s.k.eɪ.l.d
s.k.æ.l.ʌ.p	s.k.ɑ.l.ʌ.p.t	s.k.æ.l.ʌ.p.s	s.k.ɑ.l.ʌ.p.t
tʃ.ɔ.ɹ.t.ʌ.l	tʃ.ɔ.ɹ.t.ʌ.l.d	tʃ.ɔ.ɹ.t.ʌ.l.z	tʃ.ɔ.ɹ.t.ʌ.l.d
s.k.æ.l.p	s.k.æ.l.p.t	s.k.æ.l.p.s	s.k.æ.l.p.t
s.k.æ.n	s.k.æ.n.d	s.k.æ.n.z	s.k.æ.n.d
s.k.ɑ.ɹ	s.k.ɑ.ɹ.d	s.k.ɑ.ɹ.z	s.k.ɑ.ɹ.d
k.ɹ.ɑ.n.ɪ.k.ʌ.l	k.ɹ.ɑ.n.ɪ.k.ʌ.l.d	k.ɹ.ɑ.n.ɪ.k.ʌ.l.z	k.ɹ.ɑ.n.ɪ.k.ʌ.l.d
s.k.ɛ.ɹ	s.k.ɛ.ɹ.d	s.k.ɛ.ɹ.z	s.k.ɛ.ɹ.d
tʃ.ʌ.k.ʌ.l	tʃ.ʌ.k.ʌ.l.d	tʃ.ʌ.k.ʌ.l.z	tʃ.ʌ.k.ʌ.l.d
s.ɛ.n.t	s.ɛ.n.t.ɪ.d	s.ɛ.n.t.s	s.ɛ.n.t.ɪ.d
tʃ.ɚ.n	tʃ.ɚ.n.d	tʃ.ɚ.n.z	tʃ.ɚ.n.d
s.k.ɛ.dʒ.ʊ.l	s.k.ɛ.dʒ.ʊ.l.d	s.k.ɛ.dʒ.ʊ.l.z	s.k.ɛ.dʒ.ʊ.l.d
s.k.i.m	s.k.i.m.d	s.k.i.m.z	s.k.i.m.d
s.k.u.l	s.k.u.l.d	s.k.u.l.z	s.k.u.l.d
s.ɚ.k.ʌ.l	s.ɚ.k.ʌ.l.d	s.ɚ.k.ʌ.l.z	s.ɚ.k.ʌ.l.d
s.ɚ.k.j.ʌ.l.eɪ.t	s.ɚ.k.j.ʌ.l.eɪ.t.ʌ.d	s.ɚ.k.j.ʌ.l.eɪ.t.s	s.ɚ.k.j.ʌ.l.eɪ.t.ʌ.d
s.k.ɔ.f	s.k.ɔ.f.t	s.k.ɔ.f.s	s.k.ɔ.f.t
s.ɚ.k.ʌ.m.v.ɛ.n.t	s.ɚ.k.ʌ.m.v.ɛ.n.t.ɪ.d	s.ɚ.k.ʌ.m.v.ɛ.n.t.s	s.ɚ.k.ʌ.m.v.ɛ.n.t.ɪ.d
s.k.oʊ.l.d	s.k.oʊ.l.d.ʌ.d	s.k.oʊ.l.d.z	s.k.oʊ.l.d.ʌ.d
s.k.u.p	s.k.u.p.t	s.k.u.p.s	s.k.u.p.t
s.aɪ.t	s.aɪ.t.ʌ.d	s.aɪ.t.s	s.aɪ.t.ʌ.d
s.k.ɔ.ɹ	s.k.ɔ.ɹ.d	s.k.ɔ.ɹ.z	s.k.ɔ.ɹ.d
s.k.ɔ.ɹ.n	s.k.ɔ.ɹ.n.d	s.k.ɔ.ɹ.n.z	s.k.ɔ.ɹ.n.d
s.k.ɑ.tʃ	s.k.ɑ.tʃ.t	s.k.ɑ.tʃ.ɪ.z	s.k.ɑ.tʃ.t
k.l.eɪ.m	k.l.eɪ.m.d	k.l.eɪ.m.z	k.l.eɪ.m.d
k.l.æ.m	k.l.æ.m.d	k.l.æ.m.z	k.l.æ.m.d
s.k.aʊ.ɚ	s.k.aʊ.ɚ.d	s.k.aʊ.ɚ.z	s.k.aʊ.ɚ.d
s.k.ɚ.dʒ	s.k.ɚ.dʒ.d	s.k.ɚ.dʒ.ɪ.z	s.k.ɚ.dʒ.d
s.k.aʊ.t	s.k.aʊ.t.ʌ.d	s.k.aʊ.t.s	s.k.aʊ.t.ʌ.d
k.l.æ.m.p	k.l.æ.m.p.t	k.l.æ.m.p.s	k.l.æ.m.p.t
s.k.ɹ.æ.m.b.ʌ.l	s.k.ɹ.æ.m.b.ʌ.l.d	s.k.ɹ.æ.m.b.ʌ.l.z	s.k.ɹ.æ.m.b.ʌ.l.d
s.k.ɹ.æ.p	s.k.ɹ.æ.p.t	s.k.ɹ.æ.p.s	s.k.ɹ.æ.p.t
s.k.ɹ.eɪ.p	s.k.ɹ.eɪ.p.t	s.k.ɹ.eɪ.p.s	s.k.ɹ.eɪ.p.t
k.l.æ.p	k.l.æ.p.t	k.l.æ.p.s	k.l.æ.p.t
s.k.ɹ.æ.tʃ	s.k.ɹ.æ.tʃ.t	s.k.ɹ.æ.tʃ.ʌ.z	s.k.ɹ.æ.tʃ.t
k.l.ɛ.ɹ.ʌ.f.aɪ	k.l.ɛ.ɹ.ʌ.f.aɪ.d	k.l.ɛ.ɹ.ʌ.f.aɪ.z	k.l.ɛ.ɹ.ʌ.f.aɪ.d
k.l.æ.ʃ	k.l.æ.ʃ.t	k.l.æ.ʃ.ɪ.z	k.l.æ.ʃ.t
s.k.ɹ.i.m	s.k.ɹ.i.m.d	s.k.ɹ.i.m.z	s.k.ɹ.i.m.d
k.l.æ.s	k.l.æ.s.t	k.l.æ.s.ʌ.z	k.l.æ.s.t
s.k.ɹ.i.tʃ	s.k.ɹ.i.tʃ.t	s.k.ɹ.i.tʃ.ɪ.z	s.k.ɹ.i.tʃ.t
s.k.ɹ.i.n	s.k.ɹ.i.n.d	s.k.ɹ.i.n.z	s.k.ɹ.i.n.d
